timestamp,ambient (ground),tank (left),ambient (tank),tank (right),line (outer),line (inner)
1564280682.76,498,591,487,599,494,449
1564280683.77,498,592,487,605,494,450
1564280684.76,498,591,487,597,494,449
1564280685.77,498,591,487,604,494,449
1564280686.77,498,591,487,603,494,450
1564280687.77,498,591,487,602,494,449
1564280688.77,499,593,487,601,494,450
1564280689.77,498,591,487,600,494,449
1564280690.78,498,589,488,603,493,449
1564280691.78,498,591,487,600,493,449
1564280692.78,498,591,487,604,494,448
1564280693.78,498,590,487,600,494,449
1564280694.79,499,591,488,601,494,448
1564280695.79,498,591,488,602,494,449
1564280696.79,499,590,488,606,494,450
1564280697.79,499,592,488,598,495,449
1564280698.79,499,591,488,602,494,450
1564280699.8,498,593,488,598,495,450
1564280700.8,499,591,488,605,494,449
1564280701.8,499,592,488,599,495,449
1564280702.8,499,591,488,605,494,450
1564280703.8,497,592,489,603,494,449
1564280704.81,499,594,489,600,494,449
1564280705.81,499,592,489,605,495,449
1564280706.81,499,589,490,600,494,449
1564280707.81,499,591,489,602,494,450
1564280708.81,499,593,489,602,494,450
1564280709.81,500,591,489,601,494,450
1564280710.82,499,591,489,602,494,450
1564280711.82,500,592,488,601,494,449
1564280712.82,498,594,489,603,493,449
1564280713.82,499,591,489,601,494,449
1564280714.82,499,592,488,604,494,449
1564280715.83,499,591,488,603,494,450
1564280716.83,499,591,490,605,493,450
1564280717.83,499,594,488,603,494,449
1564280718.83,499,591,488,601,494,450
1564280719.84,498,592,488,604,494,449
1564280720.84,499,591,487,599,494,450
1564280721.84,498,592,488,604,495,449
1564280722.84,499,596,488,601,494,451
1564280723.84,498,589,488,603,493,449
1564280724.85,499,592,488,601,495,451
1564280725.85,499,593,488,602,494,449
1564280726.85,498,593,488,603,494,449
1564280727.85,499,590,488,601,494,450
1564280728.85,499,594,487,604,494,450
1564280729.85,499,590,488,602,494,450
1564280730.86,498,591,489,602,494,450
1564280731.86,500,591,488,601,494,449
1564280732.86,499,592,488,604,494,450
1564280733.86,499,586,488,595,494,450
1564280734.86,499,592,487,604,494,450
1564280735.87,499,592,488,603,495,449
1564280736.87,499,591,488,602,494,450
1564280737.87,499,594,488,603,495,450
1564280738.87,500,591,487,602,494,450
1564280739.88,498,593,488,596,495,450
1564280740.88,499,591,488,603,494,449
1564280741.88,499,595,487,602,495,449
1564280742.88,499,593,488,595,494,449
1564280743.88,499,591,488,608,494,450
1564280744.89,499,591,488,604,493,451
1564280745.88,499,591,487,604,495,450
1564280746.89,498,592,486,602,494,449
1564280747.89,499,591,487,601,495,448
1564280748.89,499,591,487,602,494,451
1564280749.89,498,591,487,601,495,449
1564280750.9,498,592,487,603,494,449
1564280751.9,498,592,488,601,494,449
1564280752.9,498,594,487,603,494,449
1564280753.9,498,591,487,601,495,449
1564280754.9,498,592,487,604,495,449
1564280755.91,498,591,487,603,494,449
1564280756.91,497,591,487,602,494,449
1564280757.91,499,591,487,608,493,450
1564280758.91,498,588,487,600,494,450
1564280759.91,497,592,488,600,495,450
1564280760.92,497,592,488,601,494,450
1564280761.92,498,595,487,603,495,450
1564280762.92,498,595,488,596,495,450
1564280763.92,497,591,488,603,496,450
1564280764.93,494,591,488,601,495,450
1564280765.92,498,591,488,603,495,450
1564280766.93,496,595,488,604,496,450
1564280767.93,498,591,489,599,494,450
1564280768.93,498,588,489,606,495,450
1564280769.93,498,591,488,601,495,450
1564280770.93,498,592,488,607,494,450
1564280771.94,498,594,488,600,495,450
1564280772.94,498,593,489,603,495,450
1564280773.94,498,590,488,601,495,450
1564280774.94,499,592,488,603,494,450
1564280775.95,499,592,489,599,494,450
1564280776.95,498,591,489,600,495,450
1564280777.95,498,591,488,606,495,450
1564280778.95,498,590,488,601,495,450
1564280779.95,498,591,488,601,495,449
1564280780.96,498,591,488,601,495,449
1564280781.96,498,591,490,602,494,450
1564280782.96,493,594,488,602,494,450
1564280783.96,498,593,488,602,495,451
1564280784.96,498,589,488,604,495,450
1564280785.96,497,592,488,602,495,450
1564280786.97,498,593,488,600,495,450
1564280787.97,493,591,487,600,496,450
1564280788.97,497,591,488,603,495,450
1564280789.97,497,594,487,602,495,450
1564280790.97,497,591,488,603,495,450
1564280791.98,497,590,487,605,494,450
1564280792.98,498,592,487,604,496,450
1564280793.98,498,593,486,603,495,448
1564280794.98,497,591,487,606,495,450
1564280795.98,498,593,487,601,494,450
1564280796.99,496,591,488,605,494,450
1564280797.99,497,595,487,605,494,450
1564280798.99,497,590,489,602,495,451
1564280799.99,497,595,485,603,495,450
1564280801.0,497,591,488,602,495,450
1564280802.0,497,592,488,603,495,450
1564280803.0,497,591,488,602,495,450
1564280804.0,497,592,489,603,495,451
1564280805.0,498,594,489,602,496,450
1564280806.01,497,591,489,601,495,450
1564280807.0,497,589,489,604,495,450
1564280808.01,497,591,490,600,496,451
1564280809.01,497,591,490,603,495,450
1564280810.01,496,591,490,600,495,451
1564280811.01,497,592,490,603,496,450
1564280812.02,499,591,490,603,495,452
1564280813.02,497,592,490,604,496,451
1564280814.02,497,592,491,597,495,451
1564280815.02,497,591,491,604,495,450
1564280816.02,497,590,491,603,495,450
1564280817.03,497,590,490,601,495,450
1564280818.03,497,591,490,601,495,449
1564280819.03,497,590,490,598,495,449
1564280820.03,492,592,490,602,495,451
1564280821.03,497,591,490,603,495,450
1564280822.04,497,592,490,603,494,450
1564280823.04,497,591,489,603,494,450
1564280824.04,497,591,489,603,494,450
1564280825.04,497,592,490,602,496,450
1564280826.05,498,591,490,601,495,450
1564280827.04,497,591,489,602,495,451
1564280828.05,497,591,489,600,495,450
1564280829.05,497,591,489,601,495,450
1564280830.05,497,591,487,601,495,450
1564280831.05,498,586,489,605,494,450
1564280832.05,497,591,489,601,495,450
1564280833.06,497,591,488,608,495,451
1564280834.06,497,594,490,596,496,451
1564280835.06,497,592,488,602,495,450
1564280836.06,497,592,488,603,495,450
1564280837.07,498,589,488,600,495,449
1564280838.07,499,593,488,602,495,449
1564280839.07,497,591,488,600,495,449
1564280840.07,498,592,488,603,495,451
1564280841.07,497,591,488,601,495,450
1564280842.08,498,592,488,601,495,450
1564280843.08,498,592,488,603,495,450
1564280844.08,498,593,487,602,496,450
1564280845.08,498,591,487,604,495,450
1564280846.08,498,591,487,602,495,449
1564280847.08,498,595,487,602,495,451
1564280848.09,498,591,488,600,495,450
1564280849.09,498,593,488,604,494,449
1564280850.09,498,592,488,601,495,450
1564280851.09,498,592,488,601,495,450
1564280852.09,498,592,488,602,495,450
1564280853.1,498,591,489,604,495,449
1564280854.1,498,593,488,605,495,451
1564280855.1,498,591,488,602,495,450
1564280856.1,497,594,488,607,495,450
1564280857.1,498,590,488,601,494,450
1564280858.11,498,600,487,605,495,451
1564280859.11,498,590,487,602,495,451
1564280860.11,498,593,488,603,495,449
1564280861.11,497,593,488,601,495,450
1564280862.12,499,592,488,605,495,451
1564280863.12,499,591,488,603,495,450
1564280864.12,498,592,487,607,495,451
1564280865.12,499,589,488,603,495,450
1564280866.12,498,591,488,602,495,450
1564280867.13,498,590,489,600,496,451
1564280868.13,498,591,488,601,494,450
1564280869.13,498,593,488,604,495,449
1564280870.13,498,592,488,603,495,449
1564280871.13,498,592,488,604,496,450
1564280872.13,498,592,487,603,495,451
1564280873.14,498,592,488,604,495,450
1564280874.14,496,595,487,604,496,450
1564280875.14,498,591,489,601,495,450
1564280876.14,498,594,487,598,494,451
1564280877.14,497,591,487,601,496,450
1564280878.15,497,592,488,601,496,449
1564280879.15,497,592,488,601,495,450
1564280880.15,498,592,487,603,495,450
1564280881.15,497,592,488,603,496,450
1564280882.16,497,592,488,603,495,450
1564280883.16,498,592,487,601,495,450
1564280884.16,497,592,487,602,495,450
1564280885.16,498,593,487,601,495,450
1564280886.16,497,591,487,600,495,450
1564280887.17,498,592,487,604,494,449
1564280888.16,498,597,487,600,495,451
1564280889.17,498,592,487,605,496,450
1564280890.17,498,591,488,602,494,450
1564280891.17,498,589,488,604,495,449
1564280892.17,498,593,487,600,495,451
1564280893.18,498,591,487,603,495,451
1564280894.18,497,592,487,602,496,456
1564280895.18,498,591,487,600,495,450
1564280896.18,499,592,487,605,494,450
1564280897.18,498,591,487,601,495,450
1564280898.19,499,592,487,605,495,451
1564280899.19,498,593,487,599,495,450
1564280900.19,498,592,488,604,495,450
1564280901.19,497,592,487,601,496,450
1564280902.19,498,591,487,600,495,450
1564280903.2,497,593,487,600,495,450
1564280904.2,498,591,487,602,495,450
1564280905.2,496,592,487,606,494,450
1564280906.2,498,591,487,600,494,450
1564280907.21,498,594,486,602,495,450
1564280908.2,498,592,486,601,495,451
1564280909.21,498,591,488,604,495,450
1564280910.21,497,592,487,601,495,450
1564280911.21,497,592,487,605,495,450
1564280912.21,497,591,486,602,495,449
1564280913.21,497,591,487,601,495,451
1564280914.22,497,591,487,604,495,449
1564280915.22,497,591,487,600,495,450
1564280916.22,497,593,487,602,495,451
1564280917.22,497,591,487,600,495,451
1564280918.23,498,592,488,602,496,451
1564280919.23,497,591,488,605,495,451
1564280920.23,498,593,488,607,495,448
1564280921.23,497,592,488,602,496,451
1564280922.23,496,593,488,603,495,451
1564280923.24,500,590,489,602,494,450
1564280924.24,497,591,488,600,495,450
1564280925.24,497,590,490,606,495,451
1564280926.24,497,591,488,601,495,451
1564280927.24,497,595,488,605,495,450
1564280928.24,496,594,489,601,495,450
1564280929.25,498,592,489,607,495,451
1564280930.25,497,592,489,604,495,450
1564280931.25,497,591,489,604,495,450
1564280932.25,497,595,489,607,494,450
1564280933.25,497,592,490,602,496,450
1564280934.26,496,593,490,607,495,449
1564280935.26,497,592,490,600,495,451
1564280936.26,497,591,490,603,495,450
1564280937.26,497,591,490,605,495,451
1564280938.26,497,595,490,605,495,451
1564280939.27,497,592,490,604,495,451
1564280940.27,497,592,490,605,496,451
1564280941.27,498,589,490,602,496,451
1564280942.27,497,592,490,603,495,451
1564280943.28,498,593,490,600,496,451
1564280944.28,497,592,491,600,496,451
1564280945.28,498,593,492,603,496,451
1564280946.28,497,591,491,604,496,451
1564280947.28,494,593,491,604,495,450
1564280948.29,496,592,491,601,495,451
1564280949.28,497,592,491,603,497,451
1564280950.29,497,592,490,603,496,450
1564280951.29,497,592,491,605,495,450
1564280952.29,497,591,491,601,495,450
1564280953.29,497,593,491,601,495,450
1564280954.3,497,593,491,605,495,450
1564280955.3,497,592,491,601,496,451
1564280956.3,498,592,491,608,495,451
1564280957.3,496,592,491,602,496,450
1564280958.3,497,595,490,605,496,451
1564280959.31,497,595,491,603,496,451
1564280960.31,497,593,491,604,495,451
1564280961.31,497,593,490,603,496,451
1564280962.31,496,592,490,603,496,451
1564280963.31,497,590,490,602,496,452
1564280964.32,497,592,493,601,496,451
1564280965.32,497,596,490,605,496,451
1564280966.32,496,593,490,601,496,451
1564280967.32,497,593,491,606,496,452
1564280968.32,497,592,490,602,496,451
1564280969.32,497,593,491,605,497,451
1564280970.33,496,594,489,604,496,451
1564280971.33,497,593,492,601,496,451
1564280972.33,497,591,492,603,496,451
1564280973.33,497,591,492,601,496,451
1564280974.33,497,593,491,608,495,451
1564280975.34,497,591,491,601,496,450
1564280976.34,497,593,491,604,496,451
1564280977.34,497,592,492,606,495,451
1564280978.34,497,592,491,604,496,451
1564280979.35,497,592,491,602,496,452
1564280980.35,497,592,491,603,496,451
1564280981.35,498,592,491,602,496,449
1564280982.35,497,592,492,602,495,451
1564280983.35,498,590,491,605,496,451
1564280984.36,497,592,491,601,496,451
1564280985.36,497,591,491,606,495,450
1564280986.36,497,592,491,601,496,450
1564280987.36,498,593,490,604,495,451
1564280988.36,498,595,491,602,496,451
1564280989.36,498,593,491,604,496,450
1564280990.37,498,591,492,603,496,450
1564280991.37,498,592,491,603,495,451
1564280992.37,497,592,492,604,496,451
1564280993.37,498,591,492,602,495,451
1564280994.37,498,592,491,605,497,452
1564280995.38,498,592,491,601,496,451
1564280996.38,498,593,492,604,496,452
1564280997.38,498,592,492,601,496,451
1564280998.38,498,592,492,603,496,450
1564280999.38,499,592,491,602,496,451
1564281000.39,498,591,492,603,496,452
1564281001.39,499,596,491,605,496,451
1564281002.39,498,591,491,601,496,451
1564281003.39,496,593,492,602,496,452
1564281004.4,496,591,492,606,496,451
1564281005.4,498,592,492,598,496,452
1564281006.4,498,592,491,606,495,451
1564281007.4,498,592,492,606,496,451
1564281008.4,498,592,492,603,496,451
1564281009.4,498,591,492,604,496,451
1564281010.4,499,593,493,602,496,451
1564281011.41,499,592,492,601,495,451
1564281012.41,498,592,493,607,495,452
1564281013.41,498,591,494,601,496,451
1564281014.41,499,588,494,600,497,451
1564281015.42,498,590,494,598,496,451
1564281016.42,495,592,494,604,496,451
1564281017.42,499,595,493,603,496,451
1564281018.42,498,592,494,603,496,451
1564281019.42,499,592,495,604,496,452
1564281020.43,499,591,495,602,496,451
1564281021.43,500,592,495,601,496,451
1564281022.43,499,587,494,600,496,451
1564281023.43,499,594,493,602,496,451
1564281024.43,499,591,494,594,495,451
1564281025.44,499,594,493,604,495,452
1564281026.44,499,594,494,603,496,451
1564281027.44,499,592,493,604,496,451
1564281028.44,499,591,494,602,496,450
1564281029.44,499,592,493,602,496,452
1564281030.44,499,594,494,604,496,451
1564281031.45,499,592,493,600,496,451
1564281032.45,499,595,494,604,496,451
1564281033.45,499,592,493,600,496,451
1564281034.45,499,593,493,604,496,451
1564281035.46,499,592,493,601,496,448
1564281036.46,499,592,493,604,496,452
1564281037.46,499,594,492,603,496,451
1564281038.46,499,592,493,604,496,451
1564281039.46,498,593,493,603,496,451
1564281040.47,499,592,493,602,496,450
1564281041.47,498,593,493,602,495,450
1564281042.47,499,592,492,599,496,451
1564281043.47,500,592,492,601,495,451
1564281044.47,499,597,492,600,496,451
1564281045.48,499,591,491,604,496,451
1564281046.48,498,592,491,602,495,451
1564281047.48,499,592,491,604,495,450
1564281048.48,498,593,491,598,496,451
1564281049.48,499,592,491,602,496,451
1564281050.48,502,589,491,602,497,451
1564281051.49,498,591,491,601,496,452
1564281052.49,498,593,491,605,496,452
1564281053.49,499,592,490,602,495,451
1564281054.49,498,593,490,604,495,450
1564281055.49,499,591,490,602,495,451
1564281056.5,499,592,490,603,496,451
1564281057.5,498,593,492,597,496,450
1564281058.5,499,591,490,605,496,451
1564281059.5,498,592,491,606,496,451
1564281060.51,498,591,490,600,496,451
1564281061.51,498,593,490,605,495,450
1564281062.51,497,592,490,601,496,450
1564281063.51,498,592,490,600,496,450
1564281064.51,498,591,490,603,496,451
1564281065.52,498,593,490,605,496,451
1564281066.52,497,592,490,602,495,451
1564281067.52,498,593,491,603,496,450
1564281068.52,501,594,490,605,495,450
1564281069.52,498,592,490,602,496,451
1564281070.52,497,594,490,601,496,451
1564281071.53,498,594,491,602,495,451
1564281072.53,498,593,490,604,496,450
1564281073.53,498,592,491,602,495,451
1564281074.53,498,595,490,605,496,450
1564281075.53,498,594,490,606,494,452
1564281076.54,497,594,490,603,496,451
1564281077.54,498,591,490,604,497,451
1564281078.54,497,591,491,602,496,453
1564281079.54,497,595,490,605,496,451
1564281080.54,498,591,491,602,495,451
1564281081.55,498,593,491,607,495,451
1564281082.55,499,592,491,601,495,451
1564281083.55,495,592,491,606,496,450
1564281084.55,497,591,492,603,496,451
1564281085.56,498,593,492,601,495,451
1564281086.56,498,593,493,603,496,451
1564281087.56,498,592,493,603,494,451
1564281088.56,499,590,494,604,496,451
1564281089.56,498,593,494,602,496,451
1564281090.56,498,593,495,606,496,451
1564281091.56,498,592,495,601,495,450
1564281092.57,499,592,496,609,495,450
1564281093.57,498,593,495,603,495,451
1564281094.57,499,592,495,604,497,453
1564281095.57,499,590,495,603,496,451
1564281096.58,499,593,495,604,495,450
1564281097.58,498,593,495,602,496,451
1564281098.58,499,592,495,604,496,451
1564281099.58,498,591,495,605,495,451
1564281100.58,499,593,495,601,496,450
1564281101.59,499,594,496,606,495,451
1564281102.59,499,592,496,602,495,451
1564281103.59,499,597,496,601,495,451
1564281104.59,499,592,496,602,497,451
1564281105.59,499,593,496,604,496,451
1564281106.6,499,593,496,603,496,451
1564281107.6,499,592,496,604,495,451
1564281108.6,499,595,496,602,496,452
1564281109.6,499,592,496,601,495,451
1564281110.6,499,596,496,604,495,451
1564281111.6,499,592,496,601,495,451
1564281112.61,500,593,496,605,496,450
1564281113.61,499,594,496,603,495,451
1564281114.61,499,593,496,605,495,450
1564281115.61,498,595,496,605,495,450
1564281116.61,499,590,495,606,495,450
1564281117.62,498,593,495,605,495,450
1564281118.62,499,593,495,602,495,450
1564281119.62,499,596,494,606,495,450
1564281120.62,498,592,494,602,493,450
1564281121.63,499,593,494,603,495,450
1564281122.63,498,593,493,603,495,452
1564281123.63,498,594,493,605,495,451
1564281124.63,498,594,494,602,496,450
1564281125.63,497,594,493,603,494,450
1564281126.64,498,594,493,603,495,450
1564281127.63,497,593,493,604,496,451
1564281128.64,497,594,492,606,496,450
1564281129.64,494,592,493,601,496,451
1564281130.64,497,595,492,601,496,452
1564281131.64,497,593,492,601,496,451
1564281132.65,498,594,492,604,495,450
1564281133.65,497,594,492,602,496,453
1564281134.65,497,593,492,604,496,451
1564281135.65,497,594,492,607,496,452
1564281136.65,497,598,492,603,495,451
1564281137.66,498,593,492,606,496,451
1564281138.66,497,594,491,602,496,450
1564281139.66,497,593,492,603,496,451
1564281140.66,497,595,492,602,496,454
1564281141.66,497,593,492,605,496,451
1564281142.67,497,594,492,603,496,452
1564281143.67,496,594,492,604,496,452
1564281144.67,498,594,492,602,496,452
1564281145.67,497,593,492,604,496,451
1564281146.68,498,591,492,603,497,452
1564281147.67,497,593,492,603,496,452
1564281148.68,497,595,492,602,496,452
1564281149.68,497,594,493,601,496,452
1564281150.68,497,594,493,606,496,451
1564281151.68,497,594,493,602,496,451
1564281152.68,497,593,494,605,496,451
1564281153.69,497,592,495,602,496,448
1564281154.69,499,594,493,605,495,451
1564281155.69,497,592,494,604,496,450
1564281156.69,497,593,494,605,495,451
1564281157.7,497,595,494,607,495,452
1564281158.7,497,591,494,601,495,450
1564281159.7,498,592,494,609,495,450
1564281160.7,497,593,493,603,496,450
1564281161.7,497,593,494,605,496,451
1564281162.71,497,592,494,603,494,450
1564281163.71,498,592,493,605,496,450
1564281164.71,498,592,493,607,495,452
1564281165.71,498,592,493,604,495,451
1564281166.71,497,592,493,604,495,450
1564281167.71,497,592,491,604,496,450
1564281168.72,496,594,493,607,495,450
1564281169.72,497,593,492,603,495,449
1564281170.72,497,593,492,605,495,450
1564281171.72,497,592,491,603,495,450
1564281172.72,497,593,491,605,495,451
1564281173.73,498,593,491,603,494,450
1564281174.73,497,594,491,606,495,450
1564281175.73,497,592,491,605,495,450
1564281176.73,497,593,491,604,495,449
1564281177.74,495,596,489,605,495,450
1564281178.74,497,592,489,602,495,451
1564281179.74,496,592,490,602,496,449
1564281180.74,497,591,489,601,495,450
1564281181.74,496,592,489,604,495,451
1564281182.75,496,591,488,602,495,450
1564281183.75,496,593,488,604,495,451
1564281184.75,496,593,488,603,495,451
1564281185.75,496,593,488,604,496,450
1564281186.75,495,593,488,603,496,450
1564281187.76,496,592,488,602,496,451
1564281188.76,495,593,488,604,495,450
1564281189.76,496,592,488,601,495,450
1564281190.76,496,593,488,607,495,450
1564281191.76,496,593,488,603,496,450
1564281192.76,496,592,488,605,496,450
1564281193.77,496,592,488,604,495,450
1564281194.77,496,593,489,604,496,450
1564281195.77,496,593,488,603,495,451
1564281196.77,496,592,489,603,495,450
1564281197.77,496,596,489,602,495,451
1564281198.78,496,593,489,601,496,450
1564281199.78,496,593,489,602,496,451
1564281200.78,497,591,489,602,495,450
1564281201.78,496,592,489,604,495,451
1564281202.79,497,593,489,603,496,451
1564281203.79,496,593,489,604,495,450
1564281204.79,496,593,489,603,496,451
1564281205.79,500,592,489,604,496,450
1564281206.79,497,594,489,601,496,450
1564281207.8,497,592,489,601,495,450
1564281208.79,496,590,490,607,496,450
1564281209.8,496,593,489,602,495,450
1564281210.8,496,593,489,605,496,450
1564281211.8,496,592,490,602,495,450
1564281212.8,496,593,489,608,495,450
1564281213.81,494,594,489,603,495,450
1564281214.81,497,591,489,603,495,450
1564281215.81,495,594,489,605,495,450
1564281216.81,496,593,489,603,495,450
1564281217.81,496,594,489,603,496,450
1564281218.82,496,593,489,601,495,450
1564281219.82,496,592,491,606,496,450
1564281220.82,496,594,489,602,495,450
1564281221.82,496,593,488,604,495,450
1564281222.82,497,595,487,603,495,450
1564281223.83,496,593,488,605,496,451
1564281224.83,496,595,488,603,495,451
1564281225.83,496,593,488,602,495,449
1564281226.83,496,594,489,604,495,449
1564281227.84,496,593,488,602,495,449
1564281228.84,494,593,487,604,495,449
1564281229.84,495,597,488,602,495,450
1564281230.84,495,593,488,609,495,451
1564281231.84,495,593,489,603,494,450
1564281232.84,494,593,488,604,495,450
1564281233.84,495,594,488,604,495,450
1564281234.85,492,593,488,604,494,450
1564281235.85,495,593,488,610,493,450
1564281236.85,495,593,487,602,494,449
1564281237.85,495,595,488,604,494,449
1564281238.86,495,588,488,602,494,450
1564281239.86,495,594,487,605,494,450
1564281240.86,495,593,488,602,495,450
1564281241.86,495,593,488,606,495,450
1564281242.86,495,593,488,597,494,450
1564281243.87,495,593,487,605,495,450
1564281244.87,496,595,488,603,495,449
1564281245.87,494,593,488,603,495,450
1564281246.87,496,591,488,596,495,450
1564281247.87,495,591,488,602,494,449
1564281248.88,495,594,488,604,495,449
1564281249.88,495,589,488,602,494,449
1564281250.88,496,594,488,606,494,449
1564281251.88,495,590,488,603,494,449
1564281252.88,495,593,489,604,495,449
1564281253.88,495,594,488,607,495,449
1564281254.89,495,593,488,604,495,449
1564281255.89,495,596,488,607,494,450
1564281256.89,495,593,489,601,494,449
1564281257.89,495,595,489,608,493,450
1564281258.89,495,593,487,604,494,450
1564281259.9,495,594,488,604,494,450
1564281260.9,495,593,489,606,494,449
1564281261.9,495,592,489,604,494,449
1564281262.9,496,591,489,603,494,450
1564281263.91,496,593,489,605,494,451
1564281264.91,496,593,488,607,494,449
1564281265.91,496,593,489,603,495,449
1564281266.91,495,593,489,605,494,449
1564281267.91,496,593,489,602,493,450
1564281268.92,495,596,489,604,494,450
1564281269.91,491,593,488,602,494,449
1564281270.92,496,593,489,607,494,450
1564281271.92,496,592,489,603,494,450
1564281272.92,496,594,489,603,494,449
1564281273.92,496,592,490,602,495,450
1564281274.93,496,592,489,601,494,450
1564281275.93,496,593,489,605,494,449
1564281276.93,496,593,489,601,495,445
1564281277.93,497,595,489,604,494,448
1564281278.93,496,596,490,602,494,448
1564281279.94,496,593,491,605,494,450
1564281280.94,497,594,491,603,494,449
1564281281.94,497,593,491,604,494,449
1564281282.94,496,596,490,606,495,449
1564281283.94,497,593,491,603,494,450
1564281284.95,497,592,492,603,494,450
1564281285.95,497,593,492,601,494,449
1564281286.95,497,594,494,603,495,449
1564281287.95,498,593,496,602,495,449
1564281288.96,498,593,497,605,496,449
1564281289.95,498,594,497,604,494,450
1564281290.96,498,594,497,606,495,450
1564281291.96,499,595,496,599,495,450
1564281292.96,499,594,497,603,498,450
1564281293.96,498,594,497,604,494,449
1564281294.96,498,593,497,603,495,450
1564281295.97,500,595,496,602,495,450
1564281296.97,499,593,497,603,494,450
1564281297.97,499,594,497,601,495,449
1564281298.97,499,595,497,603,495,450
1564281299.98,499,594,497,604,496,450
1564281300.98,499,595,497,603,495,449
1564281301.98,498,594,497,604,495,450
1564281302.98,499,594,498,603,494,450
1564281303.98,501,594,497,602,495,450
1564281304.99,498,594,497,608,494,450
1564281305.99,498,595,497,601,495,449
1564281306.99,498,595,497,606,495,449
1564281307.99,496,594,496,601,494,449
1564281308.99,497,594,496,598,495,450
1564281310.0,495,597,496,608,494,449
1564281311.0,497,593,496,604,495,448
1564281312.0,496,597,495,602,495,449
1564281313.0,496,593,496,604,495,449
1564281314.0,496,596,495,601,495,449
1564281315.0,496,594,496,601,495,450
1564281316.01,496,596,494,606,495,448
1564281317.01,495,596,494,602,493,449
1564281318.01,494,594,494,601,492,449
1564281319.01,495,594,493,598,491,449
1564281320.01,494,594,493,608,491,449
1564281321.02,494,595,493,603,491,449
1564281322.02,494,593,493,604,490,448
1564281323.02,492,593,492,603,490,450
1564281324.02,492,591,492,601,490,448
1564281325.03,492,597,491,606,491,448
1564281326.03,488,594,491,603,490,451
1564281327.03,491,594,491,601,491,448
1564281328.03,490,594,490,603,491,447
1564281329.03,490,595,490,603,491,447
1564281330.04,490,596,488,603,491,447
1564281331.03,490,594,489,602,491,447
1564281332.04,490,592,489,604,491,447
1564281333.04,489,593,488,602,491,447
1564281334.04,488,589,488,603,492,447
1564281335.04,489,597,488,602,491,448
1564281336.05,488,594,488,605,491,448
1564281337.05,489,593,488,602,491,448
1564281338.05,488,593,486,606,491,448
1564281339.05,489,593,488,596,492,447
1564281340.05,489,593,488,603,492,447
1564281341.06,490,595,488,603,492,447
1564281342.06,489,594,488,603,492,447
1564281343.06,489,601,488,602,492,448
1564281344.06,490,593,488,602,492,447
1564281345.06,489,593,486,607,492,447
1564281346.07,489,594,487,602,493,447
1564281347.07,489,594,488,606,492,448
1564281348.07,489,594,487,602,492,447
1564281349.07,489,594,487,605,492,446
1564281350.08,489,593,487,604,490,447
1564281351.07,489,593,487,604,490,447
1564281352.08,488,590,487,605,490,446
1564281353.08,489,593,487,603,489,447
1564281354.08,488,592,487,604,489,445
1564281355.08,489,593,486,603,489,446
1564281356.08,489,590,485,605,488,445
1564281357.09,488,593,486,603,488,446
1564281358.09,488,594,482,607,488,446
1564281359.09,488,590,485,603,488,446
1564281360.09,484,594,485,600,487,447
1564281361.1,488,594,484,605,487,444
1564281362.1,488,592,485,604,488,445
1564281363.1,487,592,485,602,487,447
1564281364.1,487,592,486,602,487,445
1564281365.1,487,595,484,609,486,445
1564281366.11,486,591,484,601,486,445
1564281367.11,486,593,483,609,486,445
1564281368.11,486,594,484,602,486,445
1564281369.11,485,594,483,605,486,445
1564281370.11,491,591,483,603,486,445
1564281371.11,484,593,483,604,486,446
1564281372.12,485,596,483,604,486,445
1564281373.12,485,593,483,603,486,445
1564281374.12,487,595,483,603,486,444
1564281375.12,486,593,482,602,486,445
1564281376.12,487,591,482,600,485,444
1564281377.13,486,593,482,606,486,444
1564281378.13,487,593,482,604,486,444
1564281379.13,488,596,482,604,486,444
1564281380.13,486,594,482,606,486,444
1564281381.13,487,592,482,609,486,443
1564281382.14,486,593,482,601,486,442
1564281383.14,487,597,481,605,486,443
1564281384.14,487,594,483,601,486,442
1564281385.14,489,589,484,605,488,442
1564281386.15,488,594,483,603,486,443
1564281387.15,489,593,483,605,485,443
1564281388.15,488,593,485,605,485,443
1564281389.15,488,594,485,606,487,442
1564281390.15,487,593,486,605,486,441
1564281391.16,488,594,486,605,486,443
1564281392.15,492,596,486,605,485,441
1564281393.16,488,593,487,603,485,439
1564281394.16,488,591,487,607,484,440
1564281395.16,487,594,486,603,483,439
1564281396.16,487,593,487,603,483,439
1564281397.17,487,594,486,602,482,440
1564281398.17,485,593,486,609,483,439
1564281399.17,488,595,486,604,483,438
1564281400.17,487,594,485,603,483,438
1564281401.17,484,596,485,608,482,438
1564281402.18,488,598,485,601,483,440
1564281403.18,487,595,486,604,483,440
1564281404.18,487,594,485,602,483,439
1564281405.18,486,595,486,605,483,438
1564281406.18,486,594,486,604,483,439
1564281407.19,485,594,485,605,483,439
1564281408.19,485,597,487,603,482,438
1564281409.19,486,594,484,604,482,439
1564281410.19,488,592,485,605,482,438
1564281411.2,486,594,484,602,483,439
1564281412.19,486,593,484,609,481,438
1564281413.2,486,594,483,601,482,438
1564281414.2,486,592,483,605,482,437
1564281415.2,486,593,483,603,482,438
1564281416.2,486,594,482,604,481,437
1564281417.2,485,595,482,604,481,436
